Customer_ID,Report_Date,State,City,Network_Type,Network_Availability_Pct,Download_Speed_Mbps,Call_Drop_Rate_Pct,Latency_ms,Network_Downtime_Min,Complaint_Flag,Customer_Satisfaction
AIR102353,2025-11-15,Telangana,Telangana City 3,5G,100,107.9,0.9,9.8,89,0,3.44
AIR102354,2025-12-15,Telangana,Telangana City 1,5G,98.78,103.88,0.43,18.7,33,0,3.93
AIR102355,2025-02-15,Gujarat,Gujarat City 2,4G,97.63,36.12,0.89,36.2,13,0,3.59
AIR102356,2025-03-15,Gujarat,Gujarat City 2,4G,98.27,41.93,1.27,49,118,1,3.21
AIR102357,2025-04-15,Rajasthan,Rajasthan City 3,4G,97.52,54.21,1.14,37.3,57,1,2.53
AIR102358,2025-05-15,Gujarat,Gujarat City 2,5G,99.65,165.2,0.41,13,69,0,4.01
AIR102359,2025-06-15,Karnataka,Karnataka City 1,4G,97.66,34.12,1.3,39.9,66,1,2.56
AIR102360,2025-07-15,Karnataka,Karnataka City 2,4G,99.15,37.18,1.24,41.9,84,0,3.88
AIR102361,2025-08-15,Kerala,Kerala City 2,5G,99.06,130.44,1.12,18.4,47,0,3.8
AIR102362,2025-09-15,Delhi,Delhi City 1,5G,98.75,183.86,0.1,19.3,106,0,3.96
AIR102363,2025-10-15,Karnataka,Karnataka City 3,4G,98.25,32.54,1.39,53.7,9,0,3.78
AIR102364,2025-11-15,Maharashtra,Maharashtra City 3,4G,98.78,49.28,1.16,50.9,99,1,4.33
AIR102365,2025-12-15,Telangana,Telangana City 2,4G,97.48,47.76,1.19,33.4,77,0,3.2
AIR102366,2025-02-15,West Bengal,West Bengal City 1,4G,98.3,24.04,0.51,17.7,63,0,3.68
AIR102367,2025-03-15,Gujarat,Gujarat City 3,5G,100,203.77,0.58,22.5,95,1,4.17
AIR102368,2025-04-15,Kerala,Kerala City 3,4G,98.15,41.7,1.08,40.8,93,1,3.75
AIR102369,2025-05-15,Tamil Nadu,Tamil Nadu City 2,5G,99.29,138.95,0.58,27.3,5,0,4.21
AIR102370,2025-06-15,West Bengal,West Bengal City 1,5G,99.05,168.48,0.61,26.2,29,0,3.93
AIR102371,2025-07-15,Maharashtra,Maharashtra City 3,4G,98.01,47.81,1.08,47,56,0,3.32
AIR102372,2025-08-15,Gujarat,Gujarat City 2,4G,98.54,54.39,0.46,47.8,77,0,4.21
AIR102373,2025-09-15,Maharashtra,Maharashtra City 2,4G,98.45,53.35,1.07,16.5,65,1,3.4
AIR102374,2025-10-15,Telangana,Telangana City 2,4G,96.57,37.45,1.05,26,106,0,3.58
AIR102375,2025-11-15,Telangana,Telangana City 2,4G,98.67,32.51,1.53,39.7,124,0,4.17
AIR102376,2025-12-15,Rajasthan,Rajasthan City 3,5G,99.19,133.03,0.44,15.9,115,0,3.91
AIR102377,2025-02-15,Kerala,Kerala City 1,4G,98.74,43.77,0.84,53.4,24,0,3.05
AIR102378,2025-03-15,West Bengal,West Bengal City 2,5G,99.56,80.76,0.6,26.7,87,1,3.73
AIR102379,2025-04-15,Uttar Pradesh,Uttar Pradesh City 2,4G,98.31,49.7,1.21,44,61,0,3.86
AIR102380,2025-05-15,Uttar Pradesh,Uttar Pradesh City 3,4G,98.37,51.45,1.84,27.2,98,0,2.64
AIR102381,2025-06-15,West Bengal,West Bengal City 2,5G,100,141.23,1.01,11.1,46,0,4.36
AIR102382,2025-07-15,Tamil Nadu,Tamil Nadu City 2,4G,97.73,56.16,1.11,25.4,24,0,2.69
AIR102383,2025-08-15,Kerala,Kerala City 1,4G,98.8,58.57,0.85,36,59,1,3.64
AIR102384,2025-09-15,Maharashtra,Maharashtra City 2,4G,97.79,47.23,1.47,34.2,190,0,3.19
AIR102385,2025-10-15,Tamil Nadu,Tamil Nadu City 3,4G,97.35,42.03,0.75,30.4,132,1,3.58
AIR102386,2025-11-15,Delhi,Delhi City 1,5G,99.08,209.84,1.05,15.4,96,1,4.29
AIR102387,2025-12-15,West Bengal,West Bengal City 3,4G,98.55,33.78,0.89,44.2,71,0,2.87
AIR102388,2025-02-15,Maharashtra,Maharashtra City 1,4G,98.17,17.36,1.16,53.8,48,0,3.35
AIR102389,2025-03-15,Uttar Pradesh,Uttar Pradesh City 1,4G,98.37,11.28,1.33,43,17,0,3.04
AIR102390,2025-04-15,Karnataka,Karnataka City 2,5G,98.45,93.35,0.71,25.6,40,1,3.27
AIR102391,2025-05-15,Rajasthan,Rajasthan City 2,4G,98.69,40.8,0.85,41.5,66,0,3.24
AIR102392,2025-06-15,Uttar Pradesh,Uttar Pradesh City 2,4G,98.87,62.22,0.87,31.4,122,0,3.78
AIR102393,2025-07-15,Kerala,Kerala City 3,4G,98.62,45.69,1.56,33.8,82,0,3.44
AIR102394,2025-08-15,Telangana,Telangana City 2,4G,98.92,52.49,0.77,25.7,55,0,3.97
AIR102395,2025-09-15,Karnataka,Karnataka City 2,4G,99.5,43.96,0.95,39.3,66,1,3.59
AIR102396,2025-10-15,Rajasthan,Rajasthan City 1,4G,98.57,36.93,0.79,45.6,112,0,3.24
AIR102397,2025-11-15,Rajasthan,Rajasthan City 2,4G,98.16,40.5,1.25,36.8,81,0,3.71
AIR102398,2025-12-15,Delhi,Delhi City 2,4G,96.95,36.28,0.72,46.3,72,0,3.27
AIR102399,2025-02-15,Delhi,Delhi City 2,4G,97.16,31.95,0.73,17.4,107,0,3.36
AIR102400,2025-03-15,Gujarat,Gujarat City 2,5G,100,115.91,0.44,11.2,99,0,4.57
AIR102401,2025-04-15,Uttar Pradesh,Uttar Pradesh City 1,5G,99.41,139.08,0.59,14.6,59,0,3.65
AIR102402,2025-05-15,Uttar Pradesh,Uttar Pradesh City 2,4G,97.81,34.38,1.52,37.5,82,0,3.44
AIR102403,2025-06-15,Uttar Pradesh,Uttar Pradesh City 1,4G,98.66,47.14,0.78,42.3,78,0,3.98
AIR102404,2025-07-15,Gujarat,Gujarat City 3,4G,98.77,55.94,1,31.3,73,0,3.58
AIR102405,2025-08-15,Tamil Nadu,Tamil Nadu City 2,5G,99.77,113.75,0.91,23.5,31,1,4.09
AIR102406,2025-09-15,Rajasthan,Rajasthan City 2,4G,97.89,56.79,1.24,20.7,118,1,4.03
AIR102407,2025-10-15,Karnataka,Karnataka City 2,5G,99.53,178.71,0.65,27.3,100,0,4.55
AIR102408,2025-11-15,Kerala,Kerala City 1,4G,98.14,56.35,0.72,42.7,73,0,3.6
AIR102409,2025-12-15,Rajasthan,Rajasthan City 2,4G,98.93,61.13,1.47,29.9,12,0,3.49
AIR102410,2025-02-15,Delhi,Delhi City 2,5G,98.91,163.47,0.4,7.6,118,0,3.72
AIR102411,2025-03-15,Maharashtra,Maharashtra City 3,5G,99.93,154.76,1.11,16.9,25,0,3.88
AIR102412,2025-04-15,Telangana,Telangana City 1,5G,98.91,146.76,0.38,21.8,61,0,3.5
AIR102413,2025-05-15,Gujarat,Gujarat City 1,4G,100,40.45,0.66,24.3,66,0,3.93
AIR102414,2025-06-15,West Bengal,West Bengal City 3,4G,98.98,48.1,0.74,57.4,71,1,3.83
AIR102415,2025-07-15,Maharashtra,Maharashtra City 1,4G,98.12,48.86,0.81,38.2,55,1,3.88
AIR102416,2025-08-15,Kerala,Kerala City 2,4G,98.65,69.91,0.74,47.6,76,0,3.33
AIR102417,2025-09-15,Uttar Pradesh,Uttar Pradesh City 2,4G,97.95,19.34,0.75,38.5,111,0,3.58
AIR102418,2025-10-15,Delhi,Delhi City 3,4G,98.75,47.21,1.09,33.8,65,1,3.62
AIR102419,2025-11-15,Delhi,Delhi City 1,4G,99.75,56.27,1.01,31.6,81,0,3.64
AIR102420,2025-12-15,Delhi,Delhi City 1,4G,97.78,31.68,0.96,21.3,83,0,3.37
AIR102421,2025-02-15,Uttar Pradesh,Uttar Pradesh City 1,5G,99.4,127.46,0.51,20.6,97,1,3.89
AIR102422,2025-03-15,West Bengal,West Bengal City 3,5G,99.95,128.56,0.73,21.4,88,1,3.97
AIR102423,2025-04-15,Gujarat,Gujarat City 2,4G,97.9,26.64,1.02,59.3,83,0,2.92
AIR102424,2025-05-15,Maharashtra,Maharashtra City 3,4G,97.86,50.86,0.8,25.2,51,0,3.7
AIR102425,2025-06-15,Uttar Pradesh,Uttar Pradesh City 2,4G,98.34,61.51,1.76,38.2,67,1,2.72
AIR102426,2025-07-15,Kerala,Kerala City 3,5G,99.55,249.57,0.31,18.9,72,1,3.88
AIR102427,2025-08-15,Gujarat,Gujarat City 2,4G,99.03,38.28,0.34,42.7,89,1,4.15
AIR102428,2025-09-15,Kerala,Kerala City 1,5G,99.36,132.96,0.69,14,58,1,3.96
AIR102429,2025-10-15,Gujarat,Gujarat City 1,5G,98.61,170.72,0.73,16.9,28,0,3.72
AIR102430,2025-11-15,West Bengal,West Bengal City 1,4G,97.45,48.03,1.38,34.8,107,0,2.93
AIR102431,2025-12-15,Telangana,Telangana City 3,4G,97.54,56.47,0.75,40.8,58,0,2.66
AIR102432,2025-02-15,Kerala,Kerala City 3,5G,98.74,94.89,0.58,19.9,81,0,4.28
AIR102433,2025-03-15,Uttar Pradesh,Uttar Pradesh City 3,4G,97.82,39.99,1.47,56.6,110,1,3.22
AIR102434,2025-04-15,Gujarat,Gujarat City 1,5G,99.84,158.39,0.71,27.2,129,0,4.1
AIR102435,2025-05-15,Delhi,Delhi City 2,5G,98.43,30.17,0.86,16.6,74,0,3.38
AIR102436,2025-06-15,Rajasthan,Rajasthan City 1,4G,99.35,39.07,0.97,39.1,63,0,3.56
AIR102437,2025-07-15,Delhi,Delhi City 1,5G,99.76,82.69,0.52,11.4,26,0,4.21
AIR102438,2025-08-15,Tamil Nadu,Tamil Nadu City 2,5G,99.35,152.17,0.81,23.3,60,0,4.27
AIR102439,2025-09-15,Telangana,Telangana City 2,5G,99.43,132.06,0.61,19.8,139,0,4.19
AIR102440,2025-10-15,Telangana,Telangana City 2,4G,98.38,47.44,1.14,20.5,51,0,3.21
AIR102441,2025-11-15,Delhi,Delhi City 2,4G,98.29,45.65,0.99,38.8,87,0,3.25
AIR102442,2025-12-15,Maharashtra,Maharashtra City 1,4G,96.96,37.13,0.93,41.6,99,0,3.29
AIR102443,2025-02-15,West Bengal,West Bengal City 3,5G,99.1,101.23,0.36,33.7,42,0,4.24
AIR102444,2025-03-15,Kerala,Kerala City 1,5G,99.37,144.97,0.8,11.9,27,0,3.51
AIR102445,2025-04-15,Uttar Pradesh,Uttar Pradesh City 2,4G,98.79,64.16,1.57,52.2,43,0,3.09
AIR102446,2025-05-15,Telangana,Telangana City 3,4G,99.16,44.79,1.09,39.4,91,0,3.64
AIR102447,2025-06-15,Delhi,Delhi City 3,4G,97.71,56.78,0.84,33,68,1,3.75
AIR102448,2025-07-15,Delhi,Delhi City 1,5G,99.36,113.28,0.61,7.1,64,0,4.02
AIR102449,2025-08-15,West Bengal,West Bengal City 1,5G,98.62,144.35,0.37,31.6,72,0,3.85
AIR102450,2025-09-15,West Bengal,West Bengal City 1,5G,99.63,147.97,0.59,25.2,106,0,4.17
AIR102451,2025-10-15,Karnataka,Karnataka City 3,5G,99.06,230.05,0.58,21.3,34,0,3.84
AIR102452,2025-11-15,Karnataka,Karnataka City 3,5G,98.9,177.97,0.45,18,133,1,4
AIR102453,2025-12-15,Maharashtra,Maharashtra City 3,5G,100,134.96,0.73,14,74,0,3.92
AIR102454,2025-02-15,Maharashtra,Maharashtra City 2,4G,97.69,21.94,0.73,25.2,128,0,4.35
AIR102455,2025-03-15,Tamil Nadu,Tamil Nadu City 2,4G,98.51,45.64,1.09,28,47,0,4.3
AIR102456,2025-04-15,Maharashtra,Maharashtra City 1,5G,98.91,106.05,1.01,20.5,68,0,3.46
AIR102457,2025-05-15,Gujarat,Gujarat City 3,4G,96.75,53.77,0.58,51,122,0,3.64
AIR102458,2025-06-15,West Bengal,West Bengal City 1,4G,97.7,31.8,0.94,39.3,60,0,3.9
AIR102459,2025-07-15,Uttar Pradesh,Uttar Pradesh City 3,4G,98.97,25.09,0.46,39.2,104,1,4
AIR102460,2025-08-15,Gujarat,Gujarat City 1,4G,97.52,46.21,1.7,41.4,97,0,2.39
AIR102461,2025-09-15,Kerala,Kerala City 2,4G,96.97,19.74,1.08,37.3,115,0,3.41
AIR102462,2025-10-15,Delhi,Delhi City 3,4G,97.85,49.47,1.09,47.3,106,0,3.44
AIR102463,2025-11-15,Maharashtra,Maharashtra City 2,4G,97.72,44.43,0.9,35.4,22,0,3.31
AIR102464,2025-12-15,Delhi,Delhi City 3,4G,98.84,36,1.12,36.5,98,0,2.74
AIR102465,2025-02-15,Telangana,Telangana City 1,4G,98.26,60.39,1.25,48.1,111,1,3.07
AIR102466,2025-03-15,Tamil Nadu,Tamil Nadu City 3,5G,99.43,161.38,0.88,18.6,103,0,3.59
AIR102467,2025-04-15,Telangana,Telangana City 2,4G,98.98,35.26,0.81,56.3,55,0,3.42
AIR102468,2025-05-15,Tamil Nadu,Tamil Nadu City 3,4G,98.2,58.66,1.55,59.9,33,1,3.07
AIR102469,2025-06-15,Karnataka,Karnataka City 1,4G,97.1,48.34,1.31,25.8,114,1,2.95
AIR102470,2025-07-15,Delhi,Delhi City 3,4G,97.67,39.88,1.85,32.8,5,0,3.18
AIR102471,2025-08-15,Tamil Nadu,Tamil Nadu City 2,4G,97.8,27.62,1.47,33.7,105,0,3.48
AIR102472,2025-09-15,Rajasthan,Rajasthan City 1,5G,99.03,112.63,0.85,31.5,141,1,3.19
AIR102473,2025-10-15,Gujarat,Gujarat City 2,5G,99.03,162.54,0.77,18.4,51,0,3.81
AIR102474,2025-11-15,Tamil Nadu,Tamil Nadu City 3,4G,97.18,53.68,1.23,49.4,43,0,2.95
AIR102475,2025-12-15,Tamil Nadu,Tamil Nadu City 2,4G,98.08,27.38,0.56,36.7,49,0,3.76
AIR102476,2025-02-15,Gujarat,Gujarat City 3,4G,98.76,58.74,1.63,33,124,0,2.89
AIR102477,2025-03-15,Delhi,Delhi City 1,5G,99.25,208.74,0.19,26.6,66,0,4.06
AIR102478,2025-04-15,Delhi,Delhi City 2,5G,99,143.19,0.57,9.6,59,0,3.89
AIR102479,2025-05-15,Gujarat,Gujarat City 2,4G,98.81,54.39,1.36,40.4,89,0,3.18
AIR102480,2025-06-15,Telangana,Telangana City 3,5G,99.45,191.6,0.39,22.9,111,0,3.76
AIR102481,2025-07-15,Rajasthan,Rajasthan City 2,5G,99.35,123.62,0.49,14.6,106,0,3.62
AIR102482,2025-08-15,Uttar Pradesh,Uttar Pradesh City 2,5G,99.23,148.84,0.59,17.3,100,0,4.05
AIR102483,2025-09-15,Kerala,Kerala City 1,5G,99.02,201.78,0.37,24.2,122,1,3.43
AIR102484,2025-10-15,Rajasthan,Rajasthan City 3,5G,98.16,189.22,0.74,27.2,85,0,3.42
AIR102485,2025-11-15,Delhi,Delhi City 3,4G,97.34,57.42,1.15,43.6,113,0,3.38
AIR102486,2025-12-15,Uttar Pradesh,Uttar Pradesh City 1,4G,98.67,51.69,1.44,35,21,0,4.21
AIR102487,2025-02-15,Karnataka,Karnataka City 1,5G,99.2,23.73,0.73,27,24,1,4.07
AIR102488,2025-03-15,Maharashtra,Maharashtra City 3,4G,97.31,53.11,1.1,55.2,86,1,3.51
AIR102489,2025-04-15,Tamil Nadu,Tamil Nadu City 1,5G,98.95,169.13,0.15,28.8,64,0,4.42
AIR102490,2025-05-15,Gujarat,Gujarat City 1,4G,97.86,48.94,1.22,9.3,84,0,2.94
AIR102491,2025-06-15,Gujarat,Gujarat City 1,4G,98.78,39.17,1.45,35.3,82,0,3.37
AIR102492,2025-07-15,Tamil Nadu,Tamil Nadu City 3,4G,98.68,42.62,0.67,32.4,7,0,4.31
AIR102493,2025-08-15,Maharashtra,Maharashtra City 1,4G,98.22,39.66,1.05,55.4,129,0,3.58
AIR102494,2025-09-15,Kerala,Kerala City 2,4G,98.9,40.42,0.81,44,86,0,3.43
AIR102495,2025-10-15,Maharashtra,Maharashtra City 2,5G,99.12,143.77,0.6,20,82,0,3.82
AIR102496,2025-11-15,Uttar Pradesh,Uttar Pradesh City 3,4G,98.9,44.25,1.59,51.2,57,0,3.43
AIR102497,2025-12-15,Maharashtra,Maharashtra City 1,5G,99.4,129.85,1.05,23.2,15,1,3.45
AIR102498,2025-02-15,Uttar Pradesh,Uttar Pradesh City 2,4G,98.07,21.48,1.46,18.5,91,0,2.99
AIR102499,2025-03-15,Maharashtra,Maharashtra City 3,5G,99.89,86.59,0.37,24,73,0,4.39
AIR102500,2025-04-15,Kerala,Kerala City 2,4G,97.94,47.54,0.18,51.7,151,1,3.46
AIR102501,2025-05-15,Kerala,Kerala City 1,5G,98.86,174.48,0.98,18.9,75,0,3.64
AIR102502,2025-06-15,Delhi,Delhi City 3,4G,97.41,23.55,1.06,32.4,94,1,3.44
AIR102503,2025-07-15,Tamil Nadu,Tamil Nadu City 2,4G,98.24,38.85,1.13,36.5,39,1,3.16
AIR102504,2025-08-15,Kerala,Kerala City 3,4G,99.49,26.39,1.22,42.7,23,0,3.19
AIR102505,2025-09-15,Uttar Pradesh,Uttar Pradesh City 2,4G,98.47,37.36,1.62,43.4,53,0,3.26
AIR102506,2025-10-15,Kerala,Kerala City 2,5G,99.82,121.92,0.46,16.3,54,1,4.29
AIR102507,2025-11-15,Delhi,Delhi City 1,5G,98.91,229.42,0.55,14.2,55,0,4.71
AIR102508,2025-12-15,Gujarat,Gujarat City 1,5G,98.98,151.16,0.52,14.4,92,1,3.65
AIR102509,2025-02-15,Uttar Pradesh,Uttar Pradesh City 2,4G,98.37,41.55,0.65,44.7,39,1,3.9
AIR102510,2025-03-15,Delhi,Delhi City 3,5G,98.91,135.11,1.08,11.7,54,1,3.63
AIR102511,2025-04-15,Telangana,Telangana City 3,5G,98.96,96.84,1,17.4,113,1,3.96
AIR102512,2025-05-15,Telangana,Telangana City 1,4G,98.73,37.09,1.12,32.5,32,0,3.94
AIR102513,2025-06-15,Karnataka,Karnataka City 2,4G,97.07,54.28,1.24,41.9,5,1,2.95
AIR102514,2025-07-15,Maharashtra,Maharashtra City 1,4G,98.46,60.26,1.15,15.8,44,0,3.69
AIR102515,2025-08-15,Tamil Nadu,Tamil Nadu City 2,4G,98.79,43.82,1.01,40.8,69,1,3.49
AIR102516,2025-09-15,West Bengal,West Bengal City 2,4G,99.54,50.57,1.13,46.4,54,0,3.73
AIR102517,2025-10-15,Rajasthan,Rajasthan City 1,4G,99.83,40.62,1.13,45.4,128,0,3.76
AIR102518,2025-11-15,Delhi,Delhi City 3,5G,99.3,104.28,0.37,23.7,157,1,4.68
AIR102519,2025-12-15,Gujarat,Gujarat City 1,4G,97.25,37.26,0.68,29.7,51,0,3.01
AIR102520,2025-02-15,Rajasthan,Rajasthan City 2,4G,97.82,71.27,1.65,35.3,85,0,3.17
AIR102521,2025-03-15,Gujarat,Gujarat City 1,5G,98.26,180.46,0.52,15.3,54,0,4.04
AIR102522,2025-04-15,Rajasthan,Rajasthan City 3,5G,99.18,177.91,0.68,18.4,65,0,3.49
AIR102523,2025-05-15,Delhi,Delhi City 3,5G,98.73,108.89,0.64,28.9,138,1,4.07
AIR102524,2025-06-15,West Bengal,West Bengal City 2,4G,98.44,72.06,1.44,36,96,0,3.64
AIR102525,2025-07-15,Rajasthan,Rajasthan City 1,4G,99.82,56.55,1.53,41.1,6,0,3.38
AIR102526,2025-08-15,Delhi,Delhi City 3,4G,98.11,47.64,0.82,11.7,33,0,3.59
AIR102527,2025-09-15,Kerala,Kerala City 1,4G,97.39,65.18,0.84,43.4,118,0,3.37
AIR102528,2025-10-15,West Bengal,West Bengal City 3,4G,98.62,47.8,0.99,31.5,68,0,4.08
AIR102529,2025-11-15,Uttar Pradesh,Uttar Pradesh City 2,4G,97.48,54.71,0.85,45.4,97,0,3.22
AIR102530,2025-12-15,Gujarat,Gujarat City 2,5G,99.3,155.47,0.77,16.2,83,0,3.53
AIR102531,2025-02-15,Telangana,Telangana City 1,4G,98.18,43.11,0.69,39.3,76,0,3.36
AIR102532,2025-03-15,Maharashtra,Maharashtra City 2,4G,99.98,44.94,0.74,28,81,0,4.21
AIR102533,2025-04-15,Telangana,Telangana City 3,4G,97.95,46.41,0.95,28.5,44,1,3.72
AIR102534,2025-05-15,West Bengal,West Bengal City 2,5G,99.67,107.48,0.79,29.7,99,1,4.08
AIR102535,2025-06-15,Uttar Pradesh,Uttar Pradesh City 3,4G,98.02,40.94,1.23,57.7,73,0,2.54
AIR102536,2025-07-15,Gujarat,Gujarat City 3,4G,98.33,39.31,1.15,42.6,84,1,4.06
AIR102537,2025-08-15,Uttar Pradesh,Uttar Pradesh City 2,4G,99.31,55.96,0.69,26.5,76,0,4.06
AIR102538,2025-09-15,Rajasthan,Rajasthan City 3,4G,98.8,31.29,0.56,47.7,139,1,3.77
AIR102539,2025-10-15,Gujarat,Gujarat City 3,4G,98.23,54.41,1.09,49.4,70,0,3.93
AIR102540,2025-11-15,Rajasthan,Rajasthan City 1,4G,97.99,49.44,1.56,39.3,56,0,3.13
AIR102541,2025-12-15,Delhi,Delhi City 1,4G,99.42,27.4,1.62,56.1,35,0,3.66
AIR102542,2025-02-15,West Bengal,West Bengal City 1,5G,98.89,110.89,0.59,26,47,0,3.71
AIR102543,2025-03-15,Delhi,Delhi City 2,4G,98.27,52.83,1.21,26.5,136,0,3.8
AIR102544,2025-04-15,Karnataka,Karnataka City 1,5G,98.75,159.45,0.55,10.3,71,0,3.69
AIR102545,2025-05-15,Uttar Pradesh,Uttar Pradesh City 3,4G,99.08,44.47,0.96,32.1,5,0,3.97
AIR102546,2025-06-15,Rajasthan,Rajasthan City 2,4G,97.63,33.85,1.74,46.2,84,0,2.98
AIR102547,2025-07-15,Kerala,Kerala City 2,4G,98.06,65.53,0.99,49.5,89,0,3.65
AIR102548,2025-08-15,Delhi,Delhi City 2,4G,98.79,43.52,1.32,35.3,87,0,4.02
AIR102549,2025-09-15,Karnataka,Karnataka City 2,4G,98.44,44.98,1.58,54,79,0,3.16
AIR102550,2025-10-15,Tamil Nadu,Tamil Nadu City 3,4G,97.71,47.28,0.37,53.9,43,1,3.37
AIR102551,2025-11-15,Telangana,Telangana City 3,5G,99.92,103.39,0.28,19.4,49,0,4.58
AIR102552,2025-12-15,Gujarat,Gujarat City 1,5G,98.93,166.25,0.05,24.4,57,1,4.09
AIR102553,2025-02-15,Karnataka,Karnataka City 2,5G,98.48,187.61,0.48,23.8,65,0,3.84
AIR102554,2025-03-15,West Bengal,West Bengal City 1,4G,97.91,41.02,1.28,15.2,110,0,3.46
AIR102555,2025-04-15,Delhi,Delhi City 3,4G,97.54,49.15,0.73,32.7,71,1,3.45
AIR102556,2025-05-15,West Bengal,West Bengal City 2,4G,98.62,52.24,1.46,39.2,65,0,3.41
AIR102557,2025-06-15,Telangana,Telangana City 3,5G,98.33,186.9,0.69,26.6,68,0,3.88
AIR102558,2025-07-15,Kerala,Kerala City 1,4G,96.2,51.88,1.22,49.4,42,0,2.98
AIR102559,2025-08-15,Uttar Pradesh,Uttar Pradesh City 3,4G,97.37,47.45,0.42,50.9,61,0,3.62
AIR102560,2025-09-15,Uttar Pradesh,Uttar Pradesh City 2,5G,98.68,199.99,0.61,15.1,77,0,4.24
AIR102561,2025-10-15,West Bengal,West Bengal City 2,4G,98.91,29.96,1.09,31.8,52,0,3.27
AIR102562,2025-11-15,Rajasthan,Rajasthan City 1,4G,97.07,27.64,1.05,41.1,76,0,2.88
AIR102563,2025-12-15,Kerala,Kerala City 2,4G,98.79,23.04,0.63,22.8,48,0,3.48
AIR102564,2025-02-15,Uttar Pradesh,Uttar Pradesh City 3,4G,99.37,48.72,1.01,40.8,96,1,3.94
AIR102565,2025-03-15,Kerala,Kerala City 3,5G,98.81,149.69,0.67,9.7,120,0,4.07
AIR102566,2025-04-15,Karnataka,Karnataka City 3,4G,98.52,58.42,1.49,28.4,141,0,3.08
AIR102567,2025-05-15,Kerala,Kerala City 3,5G,99.17,156.23,0.8,22.6,101,0,3.82
AIR102568,2025-06-15,Maharashtra,Maharashtra City 1,4G,96.96,46.54,1.25,36.2,76,0,2.92
AIR102569,2025-07-15,Telangana,Telangana City 3,4G,97.81,35.42,1.46,37.9,73,0,2.91
AIR102570,2025-08-15,Uttar Pradesh,Uttar Pradesh City 1,5G,98.64,209.19,0.8,26.2,60,0,4.28
AIR102571,2025-09-15,Kerala,Kerala City 3,4G,98.87,45.85,1.22,24.2,155,0,3.43
AIR102572,2025-10-15,West Bengal,West Bengal City 1,4G,98.76,41.31,0.68,24.4,92,0,3.79
AIR102573,2025-11-15,Tamil Nadu,Tamil Nadu City 3,4G,98.08,39.15,0.78,30.3,37,0,3.31
AIR102574,2025-12-15,Maharashtra,Maharashtra City 3,4G,98.73,48.73,1.26,34.4,100,0,3.55
AIR102575,2025-02-15,Maharashtra,Maharashtra City 1,5G,98.96,125.58,0.73,30.1,82,0,3.96
AIR102576,2025-03-15,Rajasthan,Rajasthan City 2,5G,99.59,90.43,0.46,29.4,125,1,3.62
AIR102577,2025-04-15,Kerala,Kerala City 2,5G,99.41,202.43,0.84,18.5,44,0,4.16
AIR102578,2025-05-15,Rajasthan,Rajasthan City 2,4G,97.7,20.27,0.72,47,155,0,4.12
AIR102579,2025-06-15,Rajasthan,Rajasthan City 1,4G,97.19,27.91,0.98,28.9,67,0,2.7
AIR102580,2025-07-15,Tamil Nadu,Tamil Nadu City 2,4G,98.13,57.01,1.18,33.1,92,0,4.14
AIR102581,2025-08-15,Karnataka,Karnataka City 2,5G,99.12,150.75,0.99,25.2,82,1,3.84
AIR102582,2025-09-15,Kerala,Kerala City 1,5G,99.99,155.52,0.92,21.1,91,1,3.98
AIR102583,2025-10-15,Delhi,Delhi City 2,4G,97.69,44.89,1.23,42.5,91,0,4.3
AIR102584,2025-11-15,Uttar Pradesh,Uttar Pradesh City 2,4G,97.71,47.76,0.55,51.4,115,0,3.6
AIR102585,2025-12-15,Rajasthan,Rajasthan City 2,4G,98.94,55.41,1.42,31.7,112,1,3.36
AIR102586,2025-02-15,Telangana,Telangana City 1,4G,97.68,40.02,0.39,46,47,0,3.95
AIR102587,2025-03-15,Gujarat,Gujarat City 1,4G,99.1,42.61,1,42.2,142,0,3.55
AIR102588,2025-04-15,Telangana,Telangana City 2,4G,98.22,30.06,0.88,26,64,1,4.24
AIR102589,2025-05-15,Tamil Nadu,Tamil Nadu City 2,4G,97.94,33.11,0.34,52.3,107,1,3.82
AIR102590,2025-06-15,Tamil Nadu,Tamil Nadu City 1,5G,98.76,103.56,0.96,24.8,86,0,3.94
AIR102591,2025-07-15,West Bengal,West Bengal City 2,5G,100,133.74,0.19,20.3,94,0,4.43
AIR102592,2025-08-15,Karnataka,Karnataka City 1,5G,99.29,131.54,0.97,13.1,89,0,4.05
AIR102593,2025-09-15,Uttar Pradesh,Uttar Pradesh City 2,4G,97.18,60.23,0.87,32.2,46,0,3.54
AIR102594,2025-10-15,Rajasthan,Rajasthan City 1,4G,99.67,35.67,1.25,51.2,66,0,4.01
AIR102595,2025-11-15,Telangana,Telangana City 3,4G,98.83,39.98,1.64,41,93,0,3.11
AIR102596,2025-12-15,Gujarat,Gujarat City 3,4G,98.38,45.35,1.29,47.5,126,1,3.05
AIR102597,2025-02-15,Tamil Nadu,Tamil Nadu City 1,4G,95.88,43.37,0.51,38.9,98,0,3.65
AIR102598,2025-03-15,Tamil Nadu,Tamil Nadu City 3,5G,100,175.17,0.7,33.1,64,0,4.15
AIR102599,2025-04-15,Karnataka,Karnataka City 2,4G,98.14,31.25,1.19,42.7,80,0,3.43
AIR102600,2025-05-15,Gujarat,Gujarat City 1,5G,99.92,119.98,0.69,17.5,106,0,4.08
