Customer_ID,Report_Date,State,City,Network_Type,Network_Availability_Pct,Download_Speed_Mbps,Upload_Speed_Mbps,Latency_ms,Call_Drop_Rate_Pct,Network_Downtime_Min
AIR101145,2025-02-15,Maharashtra,Maharashtra City 3,4G,97.61,28.62,15.93,23.3,1.53,73
AIR101146,2025-03-15,Delhi,Delhi City 3,4G,98.61,59.52,6.09,42.5,1.4,69
AIR101147,2025-04-15,Karnataka,Karnataka City 3,4G,97.39,41.29,17.88,39.7,0.92,58
AIR101148,2025-05-15,Karnataka,Karnataka City 2,4G,99.26,43.94,21.54,20.8,1.06,47
AIR101149,2025-06-15,Tamil Nadu,Tamil Nadu City 2,4G,98.11,47.26,22.15,28.8,1.36,37
AIR101150,2025-07-15,Kerala,Kerala City 3,5G,98.75,148.73,67.08,11.1,0.98,49
AIR101151,2025-08-15,Delhi,Delhi City 2,5G,98.78,139.16,56.87,20.6,0.6,107
AIR101152,2025-09-15,Uttar Pradesh,Uttar Pradesh City 1,4G,98.76,42.33,28.76,15.2,1.48,106
AIR101153,2025-10-15,Karnataka,Karnataka City 3,4G,99.32,29.85,31.19,41.3,0.71,124
AIR101154,2025-11-15,Maharashtra,Maharashtra City 1,4G,98.92,66.44,7.93,31.1,1.34,60
AIR101155,2025-12-15,Telangana,Telangana City 3,4G,97.71,68.34,18.92,31.7,0.82,136
AIR101156,2025-02-15,Telangana,Telangana City 1,5G,99.26,121.84,66.24,22.8,0.37,74
AIR101157,2025-03-15,Delhi,Delhi City 3,4G,98.38,53.82,20.64,37.8,1.07,33
AIR101158,2025-04-15,Kerala,Kerala City 1,4G,97.93,68.67,22.72,20.1,1.35,113
AIR101159,2025-05-15,Kerala,Kerala City 3,5G,99.74,155.09,50.11,30.5,0.73,78
AIR101160,2025-06-15,Gujarat,Gujarat City 3,5G,99.15,199.88,77.53,21.2,0.5,79
AIR101161,2025-07-15,Rajasthan,Rajasthan City 2,4G,98.09,58.67,17.37,45.7,1.02,51
AIR101162,2025-08-15,Karnataka,Karnataka City 1,4G,97.9,60.93,19.73,17.1,1.44,77
AIR101163,2025-09-15,Kerala,Kerala City 2,4G,97.88,53.19,9.9,42,1.05,81
AIR101164,2025-10-15,Maharashtra,Maharashtra City 1,5G,99.65,152.85,38.11,24.7,0.44,83
AIR101165,2025-11-15,Delhi,Delhi City 2,5G,99.57,142.37,69.4,23,0.94,65
AIR101166,2025-12-15,Uttar Pradesh,Uttar Pradesh City 3,4G,97.88,41.86,7.07,44.2,1.23,82
AIR101167,2025-02-15,Gujarat,Gujarat City 2,4G,97.31,61.73,20.14,56.6,1.47,76
AIR101168,2025-03-15,West Bengal,West Bengal City 2,4G,98.16,30.56,11.75,40.6,0.84,88
AIR101169,2025-04-15,Tamil Nadu,Tamil Nadu City 3,4G,97.63,42.96,19.2,22.5,1.75,80
AIR101170,2025-05-15,Uttar Pradesh,Uttar Pradesh City 2,4G,97.61,57.36,13.83,31.8,1.47,85
AIR101171,2025-06-15,West Bengal,West Bengal City 3,4G,98.11,35.3,27.81,29.1,0.85,78
AIR101172,2025-07-15,Telangana,Telangana City 1,4G,98.4,38.99,15.56,51.4,1.01,102
AIR101173,2025-08-15,Tamil Nadu,Tamil Nadu City 2,5G,98.78,124.35,52.01,21.8,0.69,120
AIR101174,2025-09-15,Karnataka,Karnataka City 3,4G,97.68,36.47,16.41,19.8,1.15,67
AIR101175,2025-10-15,Maharashtra,Maharashtra City 3,4G,98.77,33.93,14.58,46.8,1.03,16
AIR101176,2025-11-15,Tamil Nadu,Tamil Nadu City 2,4G,97.98,43.54,9.75,30.8,1.09,92
AIR101177,2025-12-15,Rajasthan,Rajasthan City 1,5G,98.83,136.43,55.18,15,0.28,120
AIR101178,2025-02-15,West Bengal,West Bengal City 2,4G,99.76,58.21,21.12,46,0.41,69
AIR101179,2025-03-15,Karnataka,Karnataka City 3,5G,98.08,169.19,69.57,22.8,0.92,84
AIR101180,2025-04-15,Rajasthan,Rajasthan City 1,4G,98.31,39.53,17.37,38.5,1.63,48
AIR101181,2025-05-15,Telangana,Telangana City 2,5G,99.04,116.05,67.92,18.7,0.44,80
AIR101182,2025-06-15,Rajasthan,Rajasthan City 3,5G,98.82,114.71,86.78,9.9,0.38,103
AIR101183,2025-07-15,Gujarat,Gujarat City 2,4G,97.46,78.18,20.86,55.2,0.77,85
AIR101184,2025-08-15,Gujarat,Gujarat City 1,5G,99.76,196.89,60.76,25.3,0.43,76
AIR101185,2025-09-15,Delhi,Delhi City 1,4G,98.23,51.76,20.18,44.3,0.38,111
AIR101186,2025-10-15,Uttar Pradesh,Uttar Pradesh City 1,4G,96.73,31.79,13.11,26.7,0.85,52
AIR101187,2025-11-15,Uttar Pradesh,Uttar Pradesh City 1,4G,98.13,59.38,25.03,45.9,1.16,73
AIR101188,2025-12-15,Karnataka,Karnataka City 1,4G,98.74,47.21,17.62,31.6,1.24,66
AIR101189,2025-02-15,Telangana,Telangana City 2,5G,98.65,105.05,58.55,30.2,0.88,66
AIR101190,2025-03-15,Kerala,Kerala City 1,5G,98.79,160.95,55.17,22,0.85,57
AIR101191,2025-04-15,Gujarat,Gujarat City 1,4G,98.15,60.78,10.46,33.2,1.55,39
AIR101192,2025-05-15,Karnataka,Karnataka City 3,4G,96.76,64.51,15.4,56.6,1.15,108
AIR101193,2025-06-15,Kerala,Kerala City 1,4G,98.47,61.75,9.11,38.8,1.29,86
AIR101194,2025-07-15,Uttar Pradesh,Uttar Pradesh City 3,4G,97.68,32.77,10.12,30.2,0.41,41
AIR101195,2025-08-15,Delhi,Delhi City 3,4G,97.97,55.76,11.89,31.7,0.74,74
AIR101196,2025-09-15,Rajasthan,Rajasthan City 3,5G,99.19,174.92,64.59,15.1,0.82,95
AIR101197,2025-10-15,Gujarat,Gujarat City 2,4G,98.63,61.06,20.03,36,0.92,119
AIR101198,2025-11-15,Karnataka,Karnataka City 2,4G,98.58,20.24,17.51,47.4,1.17,5
AIR101199,2025-12-15,Tamil Nadu,Tamil Nadu City 3,5G,98.38,147.66,72.87,18.2,0.52,99
AIR101200,2025-02-15,Kerala,Kerala City 2,4G,97.07,29.04,17.84,28.4,1.58,33
AIR101201,2025-03-15,Rajasthan,Rajasthan City 1,4G,97.64,52.12,13.88,45,1.27,111
AIR101202,2025-04-15,Gujarat,Gujarat City 2,4G,97.2,37.81,10.57,40.1,0.8,64
AIR101203,2025-05-15,Uttar Pradesh,Uttar Pradesh City 1,4G,99.07,32.05,21.58,28.2,0.49,34
AIR101204,2025-06-15,Telangana,Telangana City 1,5G,99.81,144.36,52.71,23.5,0.66,102
AIR101205,2025-07-15,Kerala,Kerala City 2,4G,99.68,36.67,21.62,39.9,1.21,35
AIR101206,2025-08-15,Uttar Pradesh,Uttar Pradesh City 2,4G,98.56,47.82,21.48,23.7,0.9,116
AIR101207,2025-09-15,Gujarat,Gujarat City 3,4G,99.34,50.37,17.87,38.9,0.63,93
AIR101208,2025-10-15,Kerala,Kerala City 2,4G,98.54,42.7,34.2,31.1,1.33,110
AIR101209,2025-11-15,Rajasthan,Rajasthan City 2,5G,99.44,149.17,54.5,16.8,0.43,148
AIR101210,2025-12-15,Gujarat,Gujarat City 2,5G,98.61,89.38,69.38,27.5,0.39,68
AIR101211,2025-02-15,West Bengal,West Bengal City 1,5G,99.06,96.29,22.48,22.5,0.4,88
AIR101212,2025-03-15,Karnataka,Karnataka City 1,4G,98.89,49.88,26.28,11.5,0.98,79
AIR101213,2025-04-15,Rajasthan,Rajasthan City 1,4G,97.09,32.83,22.38,55.1,0.28,105
AIR101214,2025-05-15,Kerala,Kerala City 3,4G,98.92,29.16,21.95,39.9,0.77,110
AIR101215,2025-06-15,Telangana,Telangana City 3,4G,98.74,42.04,12.66,25.2,1.15,68
AIR101216,2025-07-15,Uttar Pradesh,Uttar Pradesh City 3,4G,96.66,53.34,20.86,45.3,1.27,57
AIR101217,2025-08-15,Tamil Nadu,Tamil Nadu City 1,4G,98.09,35.47,16.81,29.8,0.74,92
AIR101218,2025-09-15,Uttar Pradesh,Uttar Pradesh City 2,5G,98.85,152.16,58.93,22.7,0.37,51
AIR101219,2025-10-15,Kerala,Kerala City 3,4G,96.46,33.13,17.96,36.2,1.33,82
AIR101220,2025-11-15,Uttar Pradesh,Uttar Pradesh City 3,4G,98.74,32.93,18.12,39.4,1.09,68
AIR101221,2025-12-15,Karnataka,Karnataka City 1,4G,98.5,53.05,15,37,1.18,106
AIR101222,2025-02-15,Gujarat,Gujarat City 3,4G,98.24,39.22,13.19,46.9,0.6,117
AIR101223,2025-03-15,Tamil Nadu,Tamil Nadu City 2,4G,100,52.85,14.55,40.1,0.64,38
AIR101224,2025-04-15,Maharashtra,Maharashtra City 1,4G,98.78,39.96,23.66,25.2,1.56,23
AIR101225,2025-05-15,Kerala,Kerala City 1,4G,97.77,26.75,27.75,51.4,1.34,111
AIR101226,2025-06-15,Delhi,Delhi City 2,4G,97.97,72.09,22.88,50.2,1.04,60
AIR101227,2025-07-15,Maharashtra,Maharashtra City 2,5G,98.79,109.87,48.66,16.4,0.59,105
AIR101228,2025-08-15,Uttar Pradesh,Uttar Pradesh City 2,4G,98.69,55.13,10.45,50,1.1,76
AIR101229,2025-09-15,Kerala,Kerala City 3,5G,99.32,132.46,34.62,13,0.8,39
AIR101230,2025-10-15,West Bengal,West Bengal City 2,4G,99,63.99,11.82,24,1.24,76
AIR101231,2025-11-15,Delhi,Delhi City 1,4G,97.37,58.24,16.58,35,1.18,83
AIR101232,2025-12-15,Tamil Nadu,Tamil Nadu City 2,5G,98.7,78.65,49.82,28.1,0.78,5
AIR101233,2025-02-15,Telangana,Telangana City 1,4G,97.83,46.6,16.45,17.8,1.49,105
AIR101234,2025-03-15,West Bengal,West Bengal City 1,4G,98.72,37.09,26.51,32.1,1.09,122
AIR101235,2025-04-15,Maharashtra,Maharashtra City 3,5G,98.88,162.75,68.31,30.6,0.26,51
AIR101236,2025-05-15,Gujarat,Gujarat City 2,4G,96.71,55.06,4.23,28.1,1.14,99
AIR101237,2025-06-15,Karnataka,Karnataka City 3,4G,97.92,29.27,11.07,45.7,0.94,78
AIR101238,2025-07-15,Telangana,Telangana City 2,4G,96.45,39.81,16.02,34.9,0.98,85
AIR101239,2025-08-15,West Bengal,West Bengal City 2,5G,98.58,118.14,76.66,31.4,0.58,69
AIR101240,2025-09-15,Gujarat,Gujarat City 2,5G,99.03,126.03,56.25,20.4,0.57,78
AIR101241,2025-10-15,Gujarat,Gujarat City 2,4G,97.67,43.55,24.88,39.8,0.61,50
AIR101242,2025-11-15,Kerala,Kerala City 2,4G,98.55,64.67,5.79,29,0.89,99
AIR101243,2025-12-15,West Bengal,West Bengal City 1,4G,98.46,49.9,22.27,21.5,1.12,102
AIR101244,2025-02-15,Tamil Nadu,Tamil Nadu City 1,4G,98.48,47.15,19.86,38.2,0.82,133
AIR101245,2025-03-15,Uttar Pradesh,Uttar Pradesh City 2,4G,98.72,35.72,17.21,37.6,1.28,78
AIR101246,2025-04-15,Delhi,Delhi City 1,4G,98.64,61.85,17.23,43.3,0.64,75
AIR101247,2025-05-15,Delhi,Delhi City 3,4G,97.84,23.38,22.2,54.1,1.25,79
AIR101248,2025-06-15,Maharashtra,Maharashtra City 3,4G,97.91,46.04,23.64,26,1.39,163
AIR101249,2025-07-15,Maharashtra,Maharashtra City 3,5G,98.79,104.18,67.21,25.4,0.54,94
AIR101250,2025-08-15,Delhi,Delhi City 2,4G,96.5,38.95,21.32,39.5,1.46,122
AIR101251,2025-09-15,Tamil Nadu,Tamil Nadu City 2,4G,98.17,55.82,11.54,32.9,1.93,28
AIR101252,2025-10-15,Karnataka,Karnataka City 1,4G,99.57,49.92,26.56,63.6,0.9,145
AIR101253,2025-11-15,Rajasthan,Rajasthan City 1,5G,98.67,149.9,71.84,15.4,1.15,36
AIR101254,2025-12-15,Uttar Pradesh,Uttar Pradesh City 1,5G,99.69,124.66,48.59,15.3,0.92,17
AIR101255,2025-02-15,Karnataka,Karnataka City 3,5G,98.6,102.54,51.79,17.4,0.72,141
AIR101256,2025-03-15,Kerala,Kerala City 3,4G,97.93,61.49,23.41,32.4,1.32,105
AIR101257,2025-04-15,Rajasthan,Rajasthan City 3,5G,98.79,166.65,75.14,27.7,0.56,94
AIR101258,2025-05-15,Rajasthan,Rajasthan City 3,4G,98.48,52.85,11.87,35,0.81,92
AIR101259,2025-06-15,West Bengal,West Bengal City 1,4G,98.37,34.72,11.49,24.5,1.05,109
AIR101260,2025-07-15,Tamil Nadu,Tamil Nadu City 2,4G,97.43,43.31,13,45.3,0.56,111
AIR101261,2025-08-15,Tamil Nadu,Tamil Nadu City 2,5G,99.53,148.45,69.19,17.2,0.51,82
AIR101262,2025-09-15,Rajasthan,Rajasthan City 3,5G,99.83,126.82,70.83,23.6,0.84,70
AIR101263,2025-10-15,West Bengal,West Bengal City 2,5G,99.15,145.39,60.57,22,0.68,87
AIR101264,2025-11-15,Uttar Pradesh,Uttar Pradesh City 2,5G,98.59,168.17,67.37,19.1,0.58,90
AIR101265,2025-12-15,Rajasthan,Rajasthan City 2,4G,98.43,53.49,15.13,35.8,1.15,112
AIR101266,2025-02-15,Telangana,Telangana City 3,4G,99.1,42.93,21.47,25.6,0.29,90
AIR101267,2025-03-15,Maharashtra,Maharashtra City 1,4G,98.61,34.33,16.69,26.5,1.13,102
AIR101268,2025-04-15,Maharashtra,Maharashtra City 1,5G,98.93,138.54,27.55,24.7,0.35,87
AIR101269,2025-05-15,Karnataka,Karnataka City 2,4G,99.01,36.02,10.4,25.2,1.19,100
AIR101270,2025-06-15,Kerala,Kerala City 1,5G,99.21,160.08,86.25,23.4,0.67,68
AIR101271,2025-07-15,Maharashtra,Maharashtra City 1,4G,97.87,66.73,11.64,28.6,1.49,104
AIR101272,2025-08-15,Gujarat,Gujarat City 3,4G,96.88,40.69,20.27,34.8,1.02,48
AIR101273,2025-09-15,Karnataka,Karnataka City 3,4G,98.08,43.7,17.9,33.4,0.56,150
AIR101274,2025-10-15,Maharashtra,Maharashtra City 2,4G,97.56,32.33,12.85,49.2,1.57,123
AIR101275,2025-11-15,Kerala,Kerala City 2,5G,98.52,193.58,85.73,8.5,0.61,59
AIR101276,2025-12-15,Tamil Nadu,Tamil Nadu City 2,4G,97.8,25.63,21.51,21.6,0.95,62
AIR101277,2025-02-15,Tamil Nadu,Tamil Nadu City 3,4G,98.61,38.72,17.15,25.9,1.12,82
AIR101278,2025-03-15,Uttar Pradesh,Uttar Pradesh City 1,4G,97.38,37.24,24.54,23.9,1.02,20
AIR101279,2025-04-15,Rajasthan,Rajasthan City 3,4G,97.15,23.14,17.21,48.7,0.57,61
AIR101280,2025-05-15,Telangana,Telangana City 3,4G,96.77,50.81,19.33,30.9,1.06,40
AIR101281,2025-06-15,Tamil Nadu,Tamil Nadu City 1,4G,98.54,49.55,20.74,24.9,1.64,109
AIR101282,2025-07-15,West Bengal,West Bengal City 1,5G,99.23,145.87,68.37,19.7,0.81,72
AIR101283,2025-08-15,Maharashtra,Maharashtra City 2,4G,97.77,49.45,20.7,29.3,0.63,68
AIR101284,2025-09-15,West Bengal,West Bengal City 1,4G,97.82,49.65,20.52,47.4,0.96,45
AIR101285,2025-10-15,Kerala,Kerala City 1,4G,98.89,33.71,16.06,35.8,1.46,115
AIR101286,2025-11-15,Tamil Nadu,Tamil Nadu City 1,4G,98.08,55.92,21.09,24.1,1.45,144
AIR101287,2025-12-15,Telangana,Telangana City 1,4G,98.5,33.99,17.83,39.2,0.9,54
AIR101288,2025-02-15,Kerala,Kerala City 2,4G,98.38,77.11,24.59,54.8,0.84,125
AIR101289,2025-03-15,Gujarat,Gujarat City 2,4G,97.4,66.01,19.95,52.4,1.1,74
AIR101290,2025-04-15,Gujarat,Gujarat City 1,4G,98.54,41.13,18.65,16,0.84,63
AIR101291,2025-05-15,West Bengal,West Bengal City 1,4G,98.33,50.55,16.43,40,1.67,59
AIR101292,2025-06-15,Rajasthan,Rajasthan City 2,5G,99.48,119.86,64.31,24.8,0.78,48
AIR101293,2025-07-15,Karnataka,Karnataka City 2,5G,99.52,146.17,54.74,23.6,0.73,63
AIR101294,2025-08-15,Rajasthan,Rajasthan City 1,4G,97.1,38.11,21.21,64.2,0.37,94
AIR101295,2025-09-15,Uttar Pradesh,Uttar Pradesh City 3,4G,98.84,43.84,12.31,41.8,0.72,101
AIR101296,2025-10-15,Rajasthan,Rajasthan City 2,4G,98.35,45.02,17.15,38.8,0.55,125
AIR101297,2025-11-15,Uttar Pradesh,Uttar Pradesh City 2,4G,98.3,37.41,24.74,49.7,1.2,150
AIR101298,2025-12-15,Uttar Pradesh,Uttar Pradesh City 2,5G,99.17,151.52,46.76,20.3,0.97,5
AIR101299,2025-02-15,Telangana,Telangana City 1,5G,99.19,113.54,64.41,26.7,1.05,92
AIR101300,2025-03-15,Tamil Nadu,Tamil Nadu City 1,4G,97,66.17,20.75,37.5,0.94,109
AIR101301,2025-04-15,Telangana,Telangana City 2,4G,100,61.43,16.17,29.2,0.91,101
AIR101302,2025-05-15,Uttar Pradesh,Uttar Pradesh City 1,4G,98.77,64.68,22.17,59,1.64,26
AIR101303,2025-06-15,Kerala,Kerala City 1,4G,98.49,41.11,14.28,37.5,0.67,99
AIR101304,2025-07-15,Gujarat,Gujarat City 2,5G,98.99,88.28,52.17,28,0.8,67
AIR101305,2025-08-15,Uttar Pradesh,Uttar Pradesh City 1,4G,98.48,43.3,16.61,35.4,0.85,110
AIR101306,2025-09-15,Telangana,Telangana City 3,4G,99.74,24.1,18.49,33.1,0.88,45
AIR101307,2025-10-15,Kerala,Kerala City 1,4G,99.9,23.55,15.98,58.2,0.54,47
AIR101308,2025-11-15,Telangana,Telangana City 1,4G,99.29,32.46,8.32,28,0.63,60
AIR101309,2025-12-15,Rajasthan,Rajasthan City 2,4G,98.2,41.21,16.95,30.9,1.65,73
AIR101310,2025-02-15,Maharashtra,Maharashtra City 2,4G,98.15,38.36,19.03,40.5,0.51,70
AIR101311,2025-03-15,West Bengal,West Bengal City 3,4G,97.91,60.07,20.01,33.3,1.24,58
AIR101312,2025-04-15,Karnataka,Karnataka City 1,5G,98.53,107.95,51.86,26.8,0.45,60
AIR101313,2025-05-15,Telangana,Telangana City 3,5G,98.89,194.24,77.64,17,0.5,59
AIR101314,2025-06-15,Karnataka,Karnataka City 3,4G,98.08,57.8,14.18,43.8,0.8,80
AIR101315,2025-07-15,Delhi,Delhi City 2,5G,99.28,188.04,87.74,31.3,0.79,25
AIR101316,2025-08-15,Telangana,Telangana City 1,4G,97.37,52.59,20.16,36.6,1.01,123
AIR101317,2025-09-15,Maharashtra,Maharashtra City 2,5G,98.5,180.54,22.91,26.9,1.25,88
AIR101318,2025-10-15,Karnataka,Karnataka City 3,5G,98.51,183.82,67.81,13.3,0.66,98
AIR101319,2025-11-15,Uttar Pradesh,Uttar Pradesh City 3,4G,99.01,49.27,19.98,25.3,0.66,106
AIR101320,2025-12-15,Telangana,Telangana City 2,5G,99.72,144.95,72.68,14.3,0.76,124
AIR101321,2025-02-15,Tamil Nadu,Tamil Nadu City 2,4G,97.76,66.51,9.39,15,0.87,125
AIR101322,2025-03-15,West Bengal,West Bengal City 2,4G,97.73,50.61,9.88,21.2,0.77,48
AIR101323,2025-04-15,Maharashtra,Maharashtra City 2,4G,97.68,47.46,22.5,32.2,1.25,131
AIR101324,2025-05-15,Karnataka,Karnataka City 2,5G,99.05,215.61,84.75,24.6,0.62,77
AIR101325,2025-06-15,Maharashtra,Maharashtra City 3,5G,99.89,129.23,55.97,21.8,1.12,99
AIR101326,2025-07-15,Kerala,Kerala City 2,4G,98.51,36.93,24.87,47,0.82,93
AIR101327,2025-08-15,West Bengal,West Bengal City 1,4G,98.01,67.99,22.61,25.1,1.05,33
AIR101328,2025-09-15,Uttar Pradesh,Uttar Pradesh City 3,4G,98.68,34.13,21.4,51.6,1.37,53
AIR101329,2025-10-15,Telangana,Telangana City 3,5G,99.02,171.86,26.09,15.6,0.94,78
AIR101330,2025-11-15,Telangana,Telangana City 1,4G,97.77,20.66,11.34,41.8,0.65,125
AIR101331,2025-12-15,Telangana,Telangana City 1,5G,99.79,169.13,93.09,24.3,0.8,92
AIR101332,2025-02-15,West Bengal,West Bengal City 3,4G,97.66,65.27,17.78,37.6,0.78,79
AIR101333,2025-03-15,Tamil Nadu,Tamil Nadu City 2,4G,98.74,52.71,23.27,31.1,1.05,118
AIR101334,2025-04-15,Delhi,Delhi City 3,4G,98.62,59.81,20.55,55.2,0.9,36
AIR101335,2025-05-15,Gujarat,Gujarat City 3,5G,99.16,103.42,91.34,29.4,0.53,89
AIR101336,2025-06-15,Rajasthan,Rajasthan City 1,4G,98.03,63.4,24.71,34.2,1.52,83
AIR101337,2025-07-15,Karnataka,Karnataka City 3,5G,99.28,145.5,75.65,14.8,0.47,72
AIR101338,2025-08-15,Tamil Nadu,Tamil Nadu City 2,4G,98.86,36.13,23.39,47.5,0.82,33
AIR101339,2025-09-15,Uttar Pradesh,Uttar Pradesh City 1,4G,98.61,63.06,29.99,39.9,0.93,86
AIR101340,2025-10-15,Karnataka,Karnataka City 3,5G,98.35,149.17,75.55,9.3,1.05,90
AIR101341,2025-11-15,Telangana,Telangana City 3,5G,99.44,129.23,79.7,13.1,0.85,48
AIR101342,2025-12-15,Maharashtra,Maharashtra City 2,5G,99.36,126.68,70.38,24.4,0.98,80
AIR101343,2025-02-15,Uttar Pradesh,Uttar Pradesh City 3,4G,97.92,33.75,15.7,28.8,0.97,79
AIR101344,2025-03-15,Karnataka,Karnataka City 3,4G,98.02,43.17,24.73,28.7,0.57,56
AIR101345,2025-04-15,Telangana,Telangana City 3,4G,98.14,30.69,20.25,36.2,1.34,32
AIR101346,2025-05-15,Karnataka,Karnataka City 3,4G,99.42,45.53,15.09,36,1.15,39
AIR101347,2025-06-15,Maharashtra,Maharashtra City 2,5G,99.2,83.14,41.51,20.8,0.53,86
AIR101348,2025-07-15,Telangana,Telangana City 3,4G,98.38,53.99,27.1,36.6,0.62,66
AIR101349,2025-08-15,Delhi,Delhi City 3,4G,97.76,32.79,16.76,42.8,1.79,112
AIR101350,2025-09-15,Tamil Nadu,Tamil Nadu City 3,4G,98.08,40.79,10.15,34.6,0.89,96
AIR101351,2025-10-15,Kerala,Kerala City 1,4G,98.32,38.76,20.88,37.9,0.68,42
AIR101352,2025-11-15,Rajasthan,Rajasthan City 2,4G,98.08,13.38,18.22,36,1.05,110
AIR101353,2025-12-15,West Bengal,West Bengal City 1,4G,98.33,35.84,14.23,29.5,1.48,112
AIR101354,2025-02-15,Rajasthan,Rajasthan City 1,4G,98.53,34.28,10.87,50.6,1.08,94
AIR101355,2025-03-15,Uttar Pradesh,Uttar Pradesh City 2,4G,98.94,26.5,10.88,41.2,0.94,178
AIR101356,2025-04-15,Rajasthan,Rajasthan City 1,5G,99.57,166.83,43.06,15.4,0.47,89
AIR101357,2025-05-15,Telangana,Telangana City 1,4G,98.49,15.21,16.61,48.3,1.27,24
AIR101358,2025-06-15,Delhi,Delhi City 1,4G,99.21,12.93,10.28,44.1,1.43,88
AIR101359,2025-07-15,Kerala,Kerala City 2,5G,99.33,79.61,75.54,22.1,0.94,97
AIR101360,2025-08-15,Tamil Nadu,Tamil Nadu City 3,5G,99.53,153.77,63.21,25,0.32,96
AIR101361,2025-09-15,Tamil Nadu,Tamil Nadu City 2,5G,98.71,99.67,104.34,22.8,1.13,5
AIR101362,2025-10-15,Maharashtra,Maharashtra City 2,5G,99.17,97.09,85.83,22,0.33,66
AIR101363,2025-11-15,West Bengal,West Bengal City 2,4G,97.75,53.02,18.33,42.8,1.44,92
AIR101364,2025-12-15,Karnataka,Karnataka City 1,5G,98.99,143.2,88.88,29,0.83,142
AIR101365,2025-02-15,Delhi,Delhi City 3,4G,99.39,29.77,17.33,28.3,1.19,73
AIR101366,2025-03-15,Karnataka,Karnataka City 2,4G,97.46,47.61,24.69,43.1,0.84,134
AIR101367,2025-04-15,Kerala,Kerala City 2,5G,98.32,120.94,45.03,25.4,0.21,92
AIR101368,2025-05-15,Rajasthan,Rajasthan City 3,4G,98.94,52.21,11.45,32.9,1.27,57
AIR101369,2025-06-15,Tamil Nadu,Tamil Nadu City 3,5G,99.17,143.5,69.32,15.9,0.68,54
AIR101370,2025-07-15,Kerala,Kerala City 3,5G,99.73,183.52,65.06,14.9,0.58,110
AIR101371,2025-08-15,Rajasthan,Rajasthan City 1,4G,98.44,48.78,19.14,37,1.58,114
AIR101372,2025-09-15,Tamil Nadu,Tamil Nadu City 3,5G,98.95,112.59,63.05,16,0.93,89
AIR101373,2025-10-15,Rajasthan,Rajasthan City 1,4G,98.88,33.98,11.84,46.7,0.89,66
AIR101374,2025-11-15,West Bengal,West Bengal City 2,4G,99.38,39.7,7.11,22.2,1.1,55
AIR101375,2025-12-15,Delhi,Delhi City 1,5G,99.29,136.96,60.36,34.9,0.34,74
AIR101376,2025-02-15,Uttar Pradesh,Uttar Pradesh City 3,4G,99.16,55.68,31.25,28.4,0.66,80
AIR101377,2025-03-15,Kerala,Kerala City 1,5G,99.64,150.09,83.68,19.4,0.42,46
AIR101378,2025-04-15,Kerala,Kerala City 3,4G,98.63,68.27,12.27,40,0.9,107
AIR101379,2025-05-15,Gujarat,Gujarat City 1,4G,99.43,43.52,23.58,54.8,0.91,90
AIR101380,2025-06-15,Telangana,Telangana City 2,5G,99.73,108.23,35.67,31.3,0.64,21
AIR101381,2025-07-15,West Bengal,West Bengal City 1,4G,98.36,38.46,19.94,32.5,0.47,137
AIR101382,2025-08-15,West Bengal,West Bengal City 2,4G,98.62,46.55,10.47,38.9,1.06,48
AIR101383,2025-09-15,Karnataka,Karnataka City 3,4G,98.34,41.91,26.13,21.1,1.75,24
AIR101384,2025-10-15,Rajasthan,Rajasthan City 2,5G,99.39,113.33,64.52,11.4,0.8,15
AIR101385,2025-11-15,Telangana,Telangana City 3,4G,97.33,36.95,13.71,40.6,1.05,65
AIR101386,2025-12-15,Delhi,Delhi City 3,5G,98.34,163.41,62.74,18.6,0.84,81
AIR101387,2025-02-15,Delhi,Delhi City 2,4G,98.92,24.06,17.4,41.8,1.32,118
AIR101388,2025-03-15,West Bengal,West Bengal City 2,4G,96.86,32.37,12.95,28,0.49,73
AIR101389,2025-04-15,Delhi,Delhi City 1,5G,98.59,161.15,65.99,18.9,0.65,75
AIR101390,2025-05-15,Gujarat,Gujarat City 1,4G,98.51,56.99,19.99,39.1,1.31,61
AIR101391,2025-06-15,Kerala,Kerala City 2,4G,97.78,45.72,21.83,55.1,0.4,63
AIR101392,2025-07-15,Maharashtra,Maharashtra City 2,5G,99.26,125.07,62.89,17.6,0.94,44
AIR101393,2025-08-15,Uttar Pradesh,Uttar Pradesh City 2,5G,99.9,135.91,76.73,31.6,0.85,53
AIR101394,2025-09-15,Karnataka,Karnataka City 2,4G,97.87,37.28,25.09,19.3,1.13,87
AIR101395,2025-10-15,Rajasthan,Rajasthan City 3,4G,97.55,42.68,21.42,37.2,1.08,59
AIR101396,2025-11-15,Uttar Pradesh,Uttar Pradesh City 2,5G,99.43,183.95,50.86,19.4,0.5,91
AIR101397,2025-12-15,Rajasthan,Rajasthan City 2,5G,99.09,138.48,66.69,13.9,0.47,83
AIR101398,2025-02-15,Tamil Nadu,Tamil Nadu City 2,5G,98.83,214.34,66.75,15.5,0.31,36
AIR101399,2025-03-15,Uttar Pradesh,Uttar Pradesh City 2,4G,97.64,65.78,20.89,29.9,1.22,62
AIR101400,2025-04-15,Maharashtra,Maharashtra City 3,5G,99.29,221.47,57.63,17,0.58,87
AIR101401,2025-05-15,West Bengal,West Bengal City 1,4G,98.7,46.62,17.14,48.9,1.29,62
