Customer_ID,Usage_Date,State,City,Network_Type,Customer_Segment,Tenure_Years,Data_Usage_GB,Voice_Usage_Min,Customer_Satisfaction,NPS_Score
AIR101827,2025-02-15,Tamil Nadu,Tamil Nadu City 2,4G,Postpaid,1.4,20.55,547,3.85,21
AIR101828,2025-03-15,Uttar Pradesh,Uttar Pradesh City 2,4G,Prepaid,0.9,20.34,469,3.6,13
AIR101829,2025-04-15,West Bengal,West Bengal City 3,5G,Enterprise,5.2,32.13,647,3.85,26
AIR101830,2025-05-15,West Bengal,West Bengal City 1,4G,Prepaid,5.1,6.84,271,3.69,34
AIR101831,2025-06-15,Tamil Nadu,Tamil Nadu City 1,5G,Postpaid,4.2,33.49,509,4.38,40
AIR101832,2025-07-15,West Bengal,West Bengal City 2,4G,Postpaid,5.9,25.36,333,3.17,27
AIR101833,2025-08-15,Rajasthan,Rajasthan City 2,4G,Postpaid,3.3,28.26,360,3.83,36
AIR101834,2025-09-15,Delhi,Delhi City 3,4G,Prepaid,4,12.36,254,3.57,27
AIR101835,2025-10-15,Tamil Nadu,Tamil Nadu City 2,4G,Prepaid,4.9,21.36,289,3.12,15
AIR101836,2025-11-15,Tamil Nadu,Tamil Nadu City 2,4G,Postpaid,2.2,17.9,553,3.92,31
AIR101837,2025-12-15,Maharashtra,Maharashtra City 3,4G,Broadband,1.6,19.11,269,3.24,12
AIR101838,2025-02-15,Kerala,Kerala City 3,4G,Postpaid,1.3,19.14,152,3.14,-10
AIR101839,2025-03-15,Kerala,Kerala City 2,4G,Prepaid,3.5,38.43,284,3.36,15
AIR101840,2025-04-15,Rajasthan,Rajasthan City 1,4G,Prepaid,4,15.75,417,3.21,-1
AIR101841,2025-05-15,Uttar Pradesh,Uttar Pradesh City 2,4G,Broadband,4.3,5.02,482,3.64,19
AIR101842,2025-06-15,Karnataka,Karnataka City 1,5G,Broadband,3.4,52.01,385,4.45,40
AIR101843,2025-07-15,Karnataka,Karnataka City 1,4G,Prepaid,3.5,20.8,274,3.45,23
AIR101844,2025-08-15,Gujarat,Gujarat City 1,5G,Postpaid,1.9,31.5,409,3.7,37
AIR101845,2025-09-15,Rajasthan,Rajasthan City 3,4G,Prepaid,3.3,7.96,575,3.55,27
AIR101846,2025-10-15,Tamil Nadu,Tamil Nadu City 3,4G,Postpaid,1.7,11.34,369,3.8,25
AIR101847,2025-11-15,Rajasthan,Rajasthan City 3,4G,Broadband,5,26.61,379,3.48,20
AIR101848,2025-12-15,Rajasthan,Rajasthan City 2,4G,Prepaid,3.1,18.23,524,4.3,50
AIR101849,2025-02-15,Rajasthan,Rajasthan City 3,4G,Postpaid,2.7,22,454,2.99,4
AIR101850,2025-03-15,Kerala,Kerala City 3,4G,Prepaid,3.5,18.95,704,3.67,12
AIR101851,2025-04-15,Rajasthan,Rajasthan City 2,4G,Prepaid,4.6,24.91,318,3.4,21
AIR101852,2025-05-15,Delhi,Delhi City 2,4G,Postpaid,6.1,17.39,118,3.87,43
AIR101853,2025-06-15,Karnataka,Karnataka City 1,5G,Prepaid,3.4,57.35,583,3.86,30
AIR101854,2025-07-15,Gujarat,Gujarat City 2,4G,Postpaid,0.9,15.07,322,3.39,-1
AIR101855,2025-08-15,Delhi,Delhi City 2,4G,Prepaid,1.4,4.04,490,3.52,22
AIR101856,2025-09-15,Gujarat,Gujarat City 3,4G,Postpaid,3.3,26.4,881,3.8,32
AIR101857,2025-10-15,Maharashtra,Maharashtra City 1,5G,Prepaid,6.3,18.82,452,3.44,5
AIR101858,2025-11-15,Gujarat,Gujarat City 1,4G,Postpaid,0.9,34.61,671,3.32,19
AIR101859,2025-12-15,Karnataka,Karnataka City 2,4G,Postpaid,4.7,1,297,3.66,37
AIR101860,2025-02-15,Karnataka,Karnataka City 3,5G,Enterprise,4.5,40.79,219,3.91,41
AIR101861,2025-03-15,Rajasthan,Rajasthan City 3,5G,Broadband,2.4,17.43,576,4.51,40
AIR101862,2025-04-15,Telangana,Telangana City 3,4G,Prepaid,2.3,19.66,224,3.73,17
AIR101863,2025-05-15,Maharashtra,Maharashtra City 3,4G,Prepaid,1.9,18.68,597,3.7,27
AIR101864,2025-06-15,Tamil Nadu,Tamil Nadu City 2,5G,Postpaid,2.1,47.96,272,3.93,49
AIR101865,2025-07-15,West Bengal,West Bengal City 3,5G,Postpaid,6,36.12,491,3.73,31
AIR101866,2025-08-15,Gujarat,Gujarat City 1,4G,Prepaid,4.1,30.97,409,3.47,25
AIR101867,2025-09-15,Telangana,Telangana City 1,4G,Prepaid,3.1,26.1,183,2.91,5
AIR101868,2025-10-15,Rajasthan,Rajasthan City 2,4G,Postpaid,4.2,19.91,412,3,-14
AIR101869,2025-11-15,Kerala,Kerala City 3,4G,Broadband,3.9,21.44,402,3.13,-6
AIR101870,2025-12-15,Tamil Nadu,Tamil Nadu City 3,5G,Broadband,5.4,20.43,630,4.24,32
AIR101871,2025-02-15,Uttar Pradesh,Uttar Pradesh City 3,4G,Prepaid,3.1,19.51,195,2.7,-4
AIR101872,2025-03-15,Telangana,Telangana City 3,5G,Prepaid,3.8,50.1,291,4.18,46
AIR101873,2025-04-15,Kerala,Kerala City 2,5G,Prepaid,5.5,15.67,398,3.85,31
AIR101874,2025-05-15,Maharashtra,Maharashtra City 3,4G,Postpaid,3.4,18.15,541,3.37,17
AIR101875,2025-06-15,Rajasthan,Rajasthan City 2,4G,Postpaid,5.4,3.49,332,3.57,17
AIR101876,2025-07-15,Tamil Nadu,Tamil Nadu City 3,4G,Postpaid,4.4,9.99,928,2.58,-16
AIR101877,2025-08-15,Tamil Nadu,Tamil Nadu City 3,4G,Postpaid,5.6,25.87,377,3.99,32
AIR101878,2025-09-15,Tamil Nadu,Tamil Nadu City 1,4G,Prepaid,4.4,9.6,400,3.69,32
AIR101879,2025-10-15,Maharashtra,Maharashtra City 2,4G,Prepaid,2.1,1,209,3.35,19
AIR101880,2025-11-15,Gujarat,Gujarat City 1,4G,Broadband,1,27.73,516,3.32,8
AIR101881,2025-12-15,Uttar Pradesh,Uttar Pradesh City 2,4G,Prepaid,6.7,22.19,644,3.41,0
AIR101882,2025-02-15,Maharashtra,Maharashtra City 3,5G,Prepaid,2,35.18,129,3.93,29
AIR101883,2025-03-15,West Bengal,West Bengal City 3,4G,Postpaid,0.9,3.41,300,3.77,28
AIR101884,2025-04-15,Uttar Pradesh,Uttar Pradesh City 2,4G,Postpaid,2.9,8.54,450,4.14,40
AIR101885,2025-05-15,Karnataka,Karnataka City 1,5G,Broadband,4.7,34.64,673,3.87,25
AIR101886,2025-06-15,Rajasthan,Rajasthan City 2,4G,Prepaid,6.2,26.01,487,4.09,29
AIR101887,2025-07-15,Maharashtra,Maharashtra City 2,4G,Postpaid,2.2,17.99,613,3.75,21
AIR101888,2025-08-15,Kerala,Kerala City 3,4G,Postpaid,6.6,17.23,158,3.15,12
AIR101889,2025-09-15,Uttar Pradesh,Uttar Pradesh City 1,5G,Broadband,4.8,14.25,338,3.45,20
AIR101890,2025-10-15,West Bengal,West Bengal City 2,4G,Postpaid,6.1,1,686,3.84,31
AIR101891,2025-11-15,Karnataka,Karnataka City 1,4G,Broadband,5.8,21.72,600,3.79,51
AIR101892,2025-12-15,Gujarat,Gujarat City 1,4G,Prepaid,3.1,21.93,252,3.89,42
AIR101893,2025-02-15,Kerala,Kerala City 2,4G,Postpaid,3.1,10.13,351,2.76,-8
AIR101894,2025-03-15,Uttar Pradesh,Uttar Pradesh City 1,4G,Prepaid,4.9,4.26,429,3.56,31
AIR101895,2025-04-15,Rajasthan,Rajasthan City 3,4G,Prepaid,4.1,25.07,742,3.7,12
AIR101896,2025-05-15,Kerala,Kerala City 3,5G,Prepaid,3.8,39.04,207,3.81,31
AIR101897,2025-06-15,Karnataka,Karnataka City 3,5G,Postpaid,2.3,52.28,815,3.57,10
AIR101898,2025-07-15,Kerala,Kerala City 3,4G,Prepaid,1.1,15.36,430,3.41,30
AIR101899,2025-08-15,Delhi,Delhi City 1,4G,Broadband,3,18.03,718,2.99,17
AIR101900,2025-09-15,Telangana,Telangana City 3,4G,Postpaid,4.8,15.1,255,3.53,23
AIR101901,2025-10-15,Gujarat,Gujarat City 2,5G,Prepaid,6.4,37.95,614,3.7,30
AIR101902,2025-11-15,Karnataka,Karnataka City 3,4G,Postpaid,2.8,35.55,480,3.9,21
AIR101903,2025-12-15,Kerala,Kerala City 2,4G,Prepaid,6.4,43.65,954,4.11,36
AIR101904,2025-02-15,Telangana,Telangana City 2,5G,Prepaid,4.8,41.5,320,4.4,43
AIR101905,2025-03-15,Telangana,Telangana City 3,5G,Postpaid,6.2,34.5,582,3.82,26
AIR101906,2025-04-15,Kerala,Kerala City 3,4G,Broadband,1.7,16.76,423,3.59,18
AIR101907,2025-05-15,Rajasthan,Rajasthan City 1,5G,Postpaid,3.7,27.09,190,3.89,26
AIR101908,2025-06-15,Delhi,Delhi City 2,5G,Broadband,5.7,30.11,281,3.61,15
AIR101909,2025-07-15,Maharashtra,Maharashtra City 3,4G,Postpaid,6,13.76,329,3.58,9
AIR101910,2025-08-15,Delhi,Delhi City 1,4G,Prepaid,6.4,19.13,861,3.9,45
AIR101911,2025-09-15,Kerala,Kerala City 3,5G,Postpaid,3.6,34.82,372,3.48,38
AIR101912,2025-10-15,Gujarat,Gujarat City 3,4G,Postpaid,4.6,21.4,251,3.39,11
AIR101913,2025-11-15,Maharashtra,Maharashtra City 3,4G,Prepaid,5.7,17.96,364,3.04,5
AIR101914,2025-12-15,Karnataka,Karnataka City 2,4G,Broadband,6.6,13.25,296,3.49,27
AIR101915,2025-02-15,Delhi,Delhi City 3,5G,Postpaid,1.7,41.64,474,3.6,6
AIR101916,2025-03-15,Kerala,Kerala City 1,5G,Prepaid,1.9,53.01,268,3.39,19
AIR101917,2025-04-15,Delhi,Delhi City 3,4G,Enterprise,5.3,22.11,697,3.91,40
AIR101918,2025-05-15,Maharashtra,Maharashtra City 3,5G,Prepaid,1.5,50.48,469,3.14,-7
AIR101919,2025-06-15,West Bengal,West Bengal City 1,5G,Broadband,4.3,40.38,574,3.16,5
AIR101920,2025-07-15,Uttar Pradesh,Uttar Pradesh City 1,5G,Prepaid,1.7,31.12,444,3.24,5
AIR101921,2025-08-15,Delhi,Delhi City 2,4G,Postpaid,2.4,22.7,456,3.07,4
AIR101922,2025-09-15,Karnataka,Karnataka City 2,4G,Postpaid,1.5,18.43,292,3.71,20
AIR101923,2025-10-15,Karnataka,Karnataka City 2,5G,Postpaid,5,30.94,592,3.77,24
AIR101924,2025-11-15,Tamil Nadu,Tamil Nadu City 2,4G,Prepaid,6.5,19.73,592,4.12,40
AIR101925,2025-12-15,Delhi,Delhi City 1,4G,Prepaid,1,25.85,302,3.54,25
AIR101926,2025-02-15,Uttar Pradesh,Uttar Pradesh City 3,5G,Prepaid,3,8.1,769,3.9,32
AIR101927,2025-03-15,Rajasthan,Rajasthan City 3,4G,Broadband,5.4,27.49,40,3.4,22
AIR101928,2025-04-15,Telangana,Telangana City 3,5G,Prepaid,5.2,15.75,335,4.61,43
AIR101929,2025-05-15,Uttar Pradesh,Uttar Pradesh City 2,4G,Postpaid,2,26.79,755,3.49,17
AIR101930,2025-06-15,Telangana,Telangana City 1,4G,Broadband,5.9,23.45,327,3.22,14
AIR101931,2025-07-15,Telangana,Telangana City 1,4G,Broadband,4.8,18.24,422,3.6,14
AIR101932,2025-08-15,West Bengal,West Bengal City 1,4G,Prepaid,5.1,13.75,530,2.66,1
AIR101933,2025-09-15,Tamil Nadu,Tamil Nadu City 3,4G,Broadband,4.2,19.21,346,3.49,23
AIR101934,2025-10-15,Uttar Pradesh,Uttar Pradesh City 2,5G,Prepaid,0.9,1,395,3.91,39
AIR101935,2025-11-15,Uttar Pradesh,Uttar Pradesh City 1,4G,Postpaid,4.2,1,559,4.11,32
AIR101936,2025-12-15,West Bengal,West Bengal City 2,4G,Postpaid,2.2,30.21,495,3.45,7
AIR101937,2025-02-15,Delhi,Delhi City 1,4G,Prepaid,0.2,24.43,649,3.5,19
AIR101938,2025-03-15,Delhi,Delhi City 2,4G,Prepaid,3.3,17.97,574,3.54,24
AIR101939,2025-04-15,Delhi,Delhi City 1,4G,Postpaid,0.3,31.26,217,3.12,13
AIR101940,2025-05-15,Gujarat,Gujarat City 2,4G,Prepaid,2.8,27.89,259,3.56,12
AIR101941,2025-06-15,Telangana,Telangana City 1,4G,Broadband,0.9,23.77,269,3.46,37
AIR101942,2025-07-15,Gujarat,Gujarat City 1,5G,Prepaid,2.8,28.59,503,4.19,42
AIR101943,2025-08-15,Tamil Nadu,Tamil Nadu City 2,4G,Broadband,2.2,20.47,536,3.66,21
AIR101944,2025-09-15,West Bengal,West Bengal City 2,5G,Postpaid,6.1,24.65,340,3.76,15
AIR101945,2025-10-15,Uttar Pradesh,Uttar Pradesh City 3,5G,Enterprise,5.6,39.12,696,4.06,19
AIR101946,2025-11-15,Telangana,Telangana City 2,5G,Postpaid,2.3,32.65,143,3.82,43
AIR101947,2025-12-15,Gujarat,Gujarat City 1,4G,Broadband,6.1,19,392,4.15,51
AIR101948,2025-02-15,Gujarat,Gujarat City 1,4G,Prepaid,2.8,20.78,238,3.8,41
AIR101949,2025-03-15,Kerala,Kerala City 2,4G,Postpaid,0.3,31.29,215,3.07,-15
AIR101950,2025-04-15,Gujarat,Gujarat City 3,5G,Prepaid,4.7,11.67,109,5,71
AIR101951,2025-05-15,Rajasthan,Rajasthan City 2,4G,Prepaid,0.8,14.62,300,3.58,19
AIR101952,2025-06-15,Uttar Pradesh,Uttar Pradesh City 1,4G,Postpaid,4.7,24.84,698,3.93,22
AIR101953,2025-07-15,Rajasthan,Rajasthan City 1,4G,Postpaid,2.8,24.36,343,4.21,54
AIR101954,2025-08-15,Uttar Pradesh,Uttar Pradesh City 3,4G,Prepaid,4.6,9.53,36,3.72,23
AIR101955,2025-09-15,West Bengal,West Bengal City 2,4G,Postpaid,6,23.16,461,3.55,16
AIR101956,2025-10-15,Uttar Pradesh,Uttar Pradesh City 1,4G,Postpaid,2.7,14.87,553,4.02,33
AIR101957,2025-11-15,Rajasthan,Rajasthan City 1,4G,Prepaid,2.9,9.08,245,3.76,34
AIR101958,2025-12-15,Uttar Pradesh,Uttar Pradesh City 1,4G,Postpaid,3.4,22.86,355,3.47,1
AIR101959,2025-02-15,West Bengal,West Bengal City 2,4G,Postpaid,0.8,21.22,301,3.42,24
AIR101960,2025-03-15,West Bengal,West Bengal City 2,4G,Prepaid,4.3,26.31,414,3.26,-2
AIR101961,2025-04-15,Tamil Nadu,Tamil Nadu City 3,4G,Postpaid,1.5,8.87,443,3.8,46
AIR101962,2025-05-15,Uttar Pradesh,Uttar Pradesh City 1,5G,Postpaid,2.2,18.97,207,4.08,42
AIR101963,2025-06-15,Kerala,Kerala City 1,4G,Broadband,6,22.38,535,4.15,27
AIR101964,2025-07-15,Delhi,Delhi City 3,5G,Prepaid,2.9,25.3,438,3.91,31
AIR101965,2025-08-15,Karnataka,Karnataka City 1,4G,Broadband,4.4,25.69,372,3.3,1
AIR101966,2025-09-15,West Bengal,West Bengal City 3,5G,Prepaid,6.3,16.51,162,4.22,36
AIR101967,2025-10-15,Maharashtra,Maharashtra City 3,4G,Prepaid,3.8,16.45,470,3.3,10
AIR101968,2025-11-15,Delhi,Delhi City 1,4G,Prepaid,4.7,14.35,311,2.73,-17
AIR101969,2025-12-15,Telangana,Telangana City 2,4G,Broadband,3.3,17.97,236,3.36,9
AIR101970,2025-02-15,Uttar Pradesh,Uttar Pradesh City 2,5G,Postpaid,5.7,12.6,293,4.35,53
AIR101971,2025-03-15,Rajasthan,Rajasthan City 2,4G,Prepaid,0.7,18.04,103,3.84,24
AIR101972,2025-04-15,Karnataka,Karnataka City 2,4G,Prepaid,4.9,14.58,546,3.28,7
AIR101973,2025-05-15,Maharashtra,Maharashtra City 1,4G,Prepaid,6,25.09,495,3.92,46
AIR101974,2025-06-15,Delhi,Delhi City 3,4G,Prepaid,6.4,40.47,288,3.33,-11
AIR101975,2025-07-15,Uttar Pradesh,Uttar Pradesh City 3,4G,Postpaid,1.9,16.95,86,3.48,38
AIR101976,2025-08-15,Tamil Nadu,Tamil Nadu City 1,4G,Postpaid,1.9,39.96,52,3.99,25
AIR101977,2025-09-15,Telangana,Telangana City 2,4G,Broadband,5.1,17.48,197,3.9,61
AIR101978,2025-10-15,Karnataka,Karnataka City 3,4G,Enterprise,5.5,12.48,494,3.78,43
AIR101979,2025-11-15,Kerala,Kerala City 1,5G,Postpaid,5.6,21.07,455,4.35,30
AIR101980,2025-12-15,Tamil Nadu,Tamil Nadu City 1,4G,Prepaid,1.9,16.2,505,3.73,28
AIR101981,2025-02-15,Maharashtra,Maharashtra City 2,4G,Prepaid,5.8,21.18,472,3.55,19
AIR101982,2025-03-15,Karnataka,Karnataka City 1,5G,Postpaid,3.9,43.66,385,3.56,14
AIR101983,2025-04-15,Tamil Nadu,Tamil Nadu City 3,4G,Postpaid,6.1,15.5,315,3.36,8
AIR101984,2025-05-15,Telangana,Telangana City 3,4G,Postpaid,3.3,30.36,520,3.78,23
AIR101985,2025-06-15,Kerala,Kerala City 1,5G,Enterprise,5,4.48,530,4.3,56
AIR101986,2025-07-15,Tamil Nadu,Tamil Nadu City 3,4G,Broadband,4.3,21.15,338,2.96,3
AIR101987,2025-08-15,Gujarat,Gujarat City 1,4G,Prepaid,2.5,29.3,348,3.63,29
AIR101988,2025-09-15,Kerala,Kerala City 3,5G,Prepaid,5.7,43.11,118,4.07,49
AIR101989,2025-10-15,Maharashtra,Maharashtra City 2,5G,Broadband,5.5,15.66,509,3.97,6
AIR101990,2025-11-15,Telangana,Telangana City 3,4G,Broadband,1.7,20.79,563,3.32,16
AIR101991,2025-12-15,Uttar Pradesh,Uttar Pradesh City 2,4G,Prepaid,6.1,1,320,3.94,42
AIR101992,2025-02-15,Rajasthan,Rajasthan City 2,4G,Postpaid,5.5,17.65,347,4.21,37
AIR101993,2025-03-15,Rajasthan,Rajasthan City 1,4G,Postpaid,4.8,9.72,306,3.72,36
AIR101994,2025-04-15,Rajasthan,Rajasthan City 2,4G,Postpaid,4.1,9.6,409,2.93,-3
AIR101995,2025-05-15,Karnataka,Karnataka City 3,4G,Prepaid,2.1,14.93,258,2.85,-8
AIR101996,2025-06-15,Maharashtra,Maharashtra City 3,5G,Broadband,2.4,19.12,406,3.95,41
AIR101997,2025-07-15,Telangana,Telangana City 2,5G,Postpaid,4,40.09,231,3.67,29
AIR101998,2025-08-15,Kerala,Kerala City 1,4G,Prepaid,4.5,15.57,349,3.7,38
AIR101999,2025-09-15,Karnataka,Karnataka City 2,4G,Postpaid,1.8,18.97,377,3.15,2
AIR102000,2025-10-15,Maharashtra,Maharashtra City 3,4G,Postpaid,5.6,31.03,297,3.79,47
AIR102001,2025-11-15,Uttar Pradesh,Uttar Pradesh City 3,4G,Broadband,3.1,11.32,1064,3.16,-6
AIR102002,2025-12-15,Gujarat,Gujarat City 2,4G,Prepaid,6.1,26.89,266,3.22,1
AIR102003,2025-02-15,Telangana,Telangana City 2,5G,Enterprise,3.7,36.82,769,3.79,31
AIR102004,2025-03-15,Rajasthan,Rajasthan City 2,4G,Prepaid,5.7,8.4,363,3.14,12
AIR102005,2025-04-15,Tamil Nadu,Tamil Nadu City 3,5G,Postpaid,4.7,52.45,441,3.87,23
AIR102006,2025-05-15,Telangana,Telangana City 3,4G,Postpaid,4.1,26.86,604,3.36,20
AIR102007,2025-06-15,West Bengal,West Bengal City 3,4G,Prepaid,2.1,43.43,514,2.94,5
AIR102008,2025-07-15,Maharashtra,Maharashtra City 1,4G,Postpaid,1.6,12.19,247,2.82,-1
AIR102009,2025-08-15,Delhi,Delhi City 3,4G,Broadband,1.5,9.54,670,4.1,22
AIR102010,2025-09-15,Uttar Pradesh,Uttar Pradesh City 3,5G,Postpaid,3.7,16.84,273,4.42,63
AIR102011,2025-10-15,Gujarat,Gujarat City 1,5G,Postpaid,3.6,18.74,216,3.64,48
AIR102012,2025-11-15,Uttar Pradesh,Uttar Pradesh City 1,4G,Prepaid,4.8,9.58,441,3.37,9
AIR102013,2025-12-15,Telangana,Telangana City 1,4G,Prepaid,4.4,20.22,410,3.63,4
AIR102014,2025-02-15,Delhi,Delhi City 1,4G,Prepaid,3.5,18.38,476,3.15,14
AIR102015,2025-03-15,West Bengal,West Bengal City 1,5G,Enterprise,0.4,39.54,32,3.72,20
AIR102016,2025-04-15,Kerala,Kerala City 1,5G,Postpaid,4.6,37.41,666,3.76,11
AIR102017,2025-05-15,Tamil Nadu,Tamil Nadu City 2,4G,Enterprise,6.4,15.6,703,3.45,21
AIR102018,2025-06-15,Delhi,Delhi City 2,4G,Prepaid,0.6,25.04,275,3.12,1
AIR102019,2025-07-15,Maharashtra,Maharashtra City 2,4G,Postpaid,2.4,3.69,477,3.17,-3
AIR102020,2025-08-15,Rajasthan,Rajasthan City 2,4G,Prepaid,3.9,34.8,610,2.96,6
AIR102021,2025-09-15,West Bengal,West Bengal City 3,4G,Postpaid,5.6,10.02,252,3.34,11
AIR102022,2025-10-15,Tamil Nadu,Tamil Nadu City 1,4G,Prepaid,4.8,17.23,857,3.21,18
AIR102023,2025-11-15,Gujarat,Gujarat City 3,5G,Prepaid,1.9,15.23,495,3.82,35
AIR102024,2025-12-15,Rajasthan,Rajasthan City 1,4G,Postpaid,1.4,26.83,327,3.55,13
AIR102025,2025-02-15,Telangana,Telangana City 1,4G,Prepaid,2.1,23.11,485,3.52,20
AIR102026,2025-03-15,Delhi,Delhi City 3,5G,Postpaid,4.1,36.66,658,4.07,46
AIR102027,2025-04-15,Tamil Nadu,Tamil Nadu City 2,4G,Postpaid,4.8,8.58,531,3.27,11
AIR102028,2025-05-15,Karnataka,Karnataka City 3,4G,Postpaid,6.4,12.74,472,4.02,25
AIR102029,2025-06-15,Kerala,Kerala City 3,4G,Enterprise,5.7,21.94,327,3.54,20
AIR102030,2025-07-15,Kerala,Kerala City 1,4G,Prepaid,3.6,16.2,465,3.38,13
AIR102031,2025-08-15,West Bengal,West Bengal City 1,4G,Postpaid,4.7,15.03,548,2.39,-32
AIR102032,2025-09-15,Gujarat,Gujarat City 1,4G,Broadband,1.2,22.87,363,2.71,-11
AIR102033,2025-10-15,West Bengal,West Bengal City 2,5G,Postpaid,1.3,32.97,406,4.12,36
AIR102034,2025-11-15,Karnataka,Karnataka City 3,4G,Prepaid,1.1,14.63,654,3.32,16
AIR102035,2025-12-15,Maharashtra,Maharashtra City 3,5G,Broadband,2.3,28.46,358,3.94,35
AIR102036,2025-02-15,Gujarat,Gujarat City 2,4G,Prepaid,0.6,15.88,436,2.83,-16
AIR102037,2025-03-15,Uttar Pradesh,Uttar Pradesh City 3,5G,Prepaid,0.5,50.08,465,4.15,55
AIR102038,2025-04-15,Maharashtra,Maharashtra City 3,4G,Prepaid,0.8,20.63,276,3.06,0
AIR102039,2025-05-15,Gujarat,Gujarat City 1,5G,Prepaid,5.1,31.26,459,3.68,4
AIR102040,2025-06-15,Gujarat,Gujarat City 2,4G,Prepaid,5.5,19.62,569,3.5,14
AIR102041,2025-07-15,Karnataka,Karnataka City 1,4G,Prepaid,4.5,18.92,541,2.51,-22
AIR102042,2025-08-15,Telangana,Telangana City 2,4G,Prepaid,1.9,31.27,313,3.56,15
AIR102043,2025-09-15,Karnataka,Karnataka City 1,5G,Prepaid,1,20.65,171,4.04,32
AIR102044,2025-10-15,Gujarat,Gujarat City 3,4G,Prepaid,5.7,30.36,662,3.99,38
AIR102045,2025-11-15,Tamil Nadu,Tamil Nadu City 2,4G,Postpaid,6.9,20.57,484,3.41,25
AIR102046,2025-12-15,Maharashtra,Maharashtra City 2,4G,Prepaid,6.3,25.6,628,3.53,11
AIR102047,2025-02-15,Karnataka,Karnataka City 1,5G,Prepaid,5,51.99,555,3.64,21
AIR102048,2025-03-15,Telangana,Telangana City 2,4G,Prepaid,1.9,8.27,469,3.14,2
AIR102049,2025-04-15,Delhi,Delhi City 3,5G,Prepaid,2.5,21.46,530,4.47,43
AIR102050,2025-05-15,West Bengal,West Bengal City 3,5G,Prepaid,5.7,37.64,436,3.53,13
AIR102051,2025-06-15,Gujarat,Gujarat City 3,4G,Prepaid,4.8,23.56,572,3.83,51
AIR102052,2025-07-15,Uttar Pradesh,Uttar Pradesh City 1,4G,Postpaid,2.5,11.62,527,3.45,9
AIR102053,2025-08-15,Delhi,Delhi City 2,5G,Postpaid,6,22.87,200,3.99,47
AIR102054,2025-09-15,Kerala,Kerala City 1,4G,Broadband,1.5,5.65,350,3.47,-3
AIR102055,2025-10-15,Rajasthan,Rajasthan City 3,4G,Postpaid,1.5,7.17,522,3.56,12
AIR102056,2025-11-15,Telangana,Telangana City 2,5G,Postpaid,1.7,57.74,733,3.66,35
AIR102057,2025-12-15,Uttar Pradesh,Uttar Pradesh City 3,5G,Prepaid,6.1,26.59,335,3.51,20
AIR102058,2025-02-15,Rajasthan,Rajasthan City 2,5G,Postpaid,3.5,7.1,409,3.82,19
AIR102059,2025-03-15,Telangana,Telangana City 2,4G,Prepaid,3.7,12.69,389,4.17,32
AIR102060,2025-04-15,Tamil Nadu,Tamil Nadu City 1,4G,Postpaid,1.9,31.63,268,3.16,10
AIR102061,2025-05-15,West Bengal,West Bengal City 2,4G,Prepaid,0.6,17.1,192,3.81,27
AIR102062,2025-06-15,Delhi,Delhi City 3,4G,Postpaid,5,4.98,414,3.74,20
AIR102063,2025-07-15,Maharashtra,Maharashtra City 2,4G,Broadband,5.6,17.71,306,4.27,57
AIR102064,2025-08-15,Telangana,Telangana City 3,4G,Broadband,4.3,16.61,356,2.88,-14
AIR102065,2025-09-15,Maharashtra,Maharashtra City 1,4G,Prepaid,2.2,23.41,419,3.62,14
AIR102066,2025-10-15,West Bengal,West Bengal City 3,5G,Prepaid,2.8,43.26,333,3.74,23
AIR102067,2025-11-15,Gujarat,Gujarat City 2,5G,Broadband,4.5,38.02,283,4.17,33
AIR102068,2025-12-15,Kerala,Kerala City 3,5G,Postpaid,1.9,40.83,759,3.64,15
AIR102069,2025-02-15,Delhi,Delhi City 3,4G,Postpaid,1.6,39.34,669,3.1,17
AIR102070,2025-03-15,West Bengal,West Bengal City 2,4G,Postpaid,3.1,15.53,192,3.78,7
AIR102071,2025-04-15,West Bengal,West Bengal City 3,5G,Postpaid,1.7,29.73,327,4.59,35
AIR102072,2025-05-15,Tamil Nadu,Tamil Nadu City 2,4G,Enterprise,2.6,6.46,724,3.79,24
AIR102073,2025-06-15,Rajasthan,Rajasthan City 1,4G,Postpaid,4.4,22.35,441,3.8,16
AIR102074,2025-07-15,Kerala,Kerala City 3,4G,Postpaid,1.6,6.46,469,3.42,4
AIR102075,2025-08-15,Delhi,Delhi City 1,4G,Postpaid,1.6,19.73,484,3.29,10
AIR102076,2025-09-15,Gujarat,Gujarat City 3,4G,Broadband,2.6,18.19,560,3.42,-2
AIR102077,2025-10-15,Gujarat,Gujarat City 3,5G,Postpaid,6.4,29.76,340,4.05,30
AIR102078,2025-11-15,Karnataka,Karnataka City 1,5G,Postpaid,4.3,19.06,173,3.92,16
AIR102079,2025-12-15,West Bengal,West Bengal City 3,4G,Enterprise,5.4,6.53,585,3.85,26
AIR102080,2025-02-15,Telangana,Telangana City 3,4G,Postpaid,2.5,10.18,178,4.19,34
AIR102081,2025-03-15,Tamil Nadu,Tamil Nadu City 1,5G,Prepaid,5.5,33.12,314,3.28,11
AIR102082,2025-04-15,Kerala,Kerala City 3,4G,Postpaid,2.3,29.86,325,2.53,-10
AIR102083,2025-05-15,Gujarat,Gujarat City 2,4G,Postpaid,3.4,22.56,226,3.39,13
AIR102084,2025-06-15,Delhi,Delhi City 3,5G,Prepaid,5.2,44.45,536,4.2,33
